Ticker,Company Name,P/E (F2),PEG Ratio,Div. Yield %,Net Margin,Debt/Total Capital,Last Qtr EPS,Last Reported Qtr ,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),P/E (F1),P/E (Trailing 12 Months),F2 Consensus Est.,Exchange,Sector,Month of Fiscal Yr End,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),F0 Consensus Est.,F1 Consensus Est.,# of Analysts in Q2 Consensus,Market Cap 
AIT,"Applied Industrial Technologies, Inc.",17.72,1.77,1.64,0.05,28.23399,0.77,20171201,0,0,0,0.71,3,0.93,2,0.88,21.19,23.13,4.13,NYSE,Industrial Products,6,Manufacturing - General Industrial ,8.45,13.16,10.97,20180426,0,0,0,2.82,3.45,2,2827.12
AIV,Apartment Investment and Management Company,15.52,2.81,3.78,0.31,71.678,0.63,20171201,0.73,-2.9,-1.9,0.64,7,0.6,7,0.62,16.2,16.43,2.59,NYSE,Finance,12,REIT and Equity Trust - Residential,0,1.61,0.82,20180426,-1.68,-2.07,-3.75,2.45,2.48,6,6334.12
AIZ,"Assurant, Inc.",10.01,0.58,2.52,0.08,19.96699,1.84,20171201,0,0,0,1.58,2,1.92,2,2.08,11.21,22.56,8.88,NYSE,Finance,12,Insurance - Multi line,16.46,21.79,16.31,20180501,0,0,0,3.69,7.93,2,4664.01
AJG,Arthur J. Gallagher & Co.,17.67,1.78,2.32,0.08,39.25899,0.82,20171201,0,0.79,0.32,0.75,9,0.56,9,1.16,19.77,23.12,4,NYSE,Finance,12,Insurance - Brokerage,9.33,3.85,4.18,20180426,0.25,0.84,0,2.99,3.58,8,12834.07
AJINY,Ajinomoto Co.,,,0.51,0.05,28.63899,0.24,20170901,,,,,,,,,,18.88,,OTC,Consumer Staples,3,Food - Miscellaneous,,,,20180320,,,,,,,10688.12
AJMPF,ASHMORE GROUP,18.03,2.47,0,,,,,,,,,,,,,19.28,,0.31,OTC,Finance,6,Financial - Investment Management,,,,,0,0,0,0.21,0.29,,3954.21
AJRD,"Aerojet Rocketdyne Holdings, Inc.",23.36,4.89,0,0,85.24099,0.16,20171201,-8,-20.33,-6.17,0.23,3,0.16,3,0.25,26.88,38.29,1.2,NYSE,Aerospace,12,Aerospace - Defense Equipment,-36,0,16.33,20180514,12.23,11.32,0,0.83,1.04,3,2099.04
AKAM,"Akamai Technologies, Inc.",21.05,1.94,0,0.09,16.683,0.69,20171201,0.61,1.77,2.29,0.63,14,0.7,12,0.71,24.82,28.51,3.55,NSDQ,Computer and Technology,12,Internet - Services,9.52,5.08,5.23,20180501,2.25,7.03,0,2.56,3.01,12,12703.06
AKBTY,Akbank Turk Anonim Sirketi,,,1.72,,,0.2,20170301,,,,,,,,,,,,OTC,Finance,12,Banks - Foreign,,,,20180320,,,,,,,10480
AKCA,"Akcea Therapeutics, Inc.",27.95,,0,-1.99,0,-0.26,20171201,20.59,-88.89,7.14,-0.18,3,-0.35,1,-0.41,,,-1.2,NSDQ,Medical,12,Medical - Biomedical and Genetics,-13.04,14.29,,20180528,-62.77,-62.16,,-2.22,-1.53,1,1874.99
AKO.A,Embotelladora Andina S.A.,,,2.65,0.06,44.98799,0.44,20171201,,,,,,,,,,21.91,,NYSE,Consumer Staples,12,Beverages - Soft drinks,,,,20180425,,,,,,,4008.73
AKO.B,Embotelladora Andina S.A.,,,2.55,0.06,44.98799,0.44,20171201,,,,0.18,1,,,,,25.04,,NYSE,Consumer Staples,12,Beverages - Soft drinks,16.67,0,7.12,20180425,,,,,,,2291.46
AKR,Acadia Realty Trust,16.54,1.98,4.42,0.24,29.09499,0.37,20171201,0,2.86,3.03,0.33,4,0.36,1,0.34,17.54,16.17,1.48,NYSE,Finance,12,REIT and Equity Trust - Retail,12.12,2.78,6.45,20180423,-0.89,-0.45,0,1.47,1.39,1,2044.81
AKRX,"Akorn, Inc.",12.51,0.7,0,-0.03,49.513,0.15,20170601,0,,,0.15,1,,,,16.18,11.66,1.5,NSDQ,Medical,12,Medical - Generic Drugs,0,3.7,2.29,,0,0,0,0.95,1.16,,2351.1
AKS,AK Steel Holding Corporation,6.45,1.75,0,0,94.23,-0.06,20171201,1.23,16.22,0,-0.13,8,0.06,7,0.25,8.74,14.5,0.76,NYSE,Basic Materials,12,Steel - Producers,57.14,-33.33,24.16,20180424,5.97,-1.83,0,0.26,0.56,4,1554.35
AKZOY,Akzo Nobel NV,27.44,2,1.73,0.09,27.808,0.36,20171201,0,,,0.31,1,,,,22.13,20.24,1.21,OTC,Basic Materials,12,Chemical - Diversified ,16.13,-12.5,,20180418,1.01,-3.2,0,1.7,1.5,,25114.04
AL,Air Lease Corporation,7.99,0.67,0.91,0.52,70.148,1.06,20171201,0,-1.9,-7.96,0.87,5,1.03,5,1.04,9.58,11.98,5.49,NYSE,Transportation,12,Transportation - Equipment and Leasing,21.84,4.65,6.68,20180503,1.67,8.64,0,3.44,4.58,3,4544.84
ALB,Albemarle Corporation,17.05,1.18,1.37,0.02,27.047,1.34,20171201,-0.23,1.51,-3.24,1.21,10,1.19,9,1.19,19.2,21.32,5.75,NYSE,Basic Materials,12,Chemical - Diversified ,10.74,0.93,6,20180502,-0.51,-0.89,9.8,4.47,5.11,9,10850.31
ALE,"Allete, Inc.",20.29,3.39,3.22,0.12,41.033,0.62,20171201,0,,,0.75,3,0.98,3,0.73,20.68,20.74,3.42,NYSE,Utilities,12,Utility - Electric Power,-17.33,9.47,5.14,20180503,-4.18,-6.93,-15.28,3.16,3.36,2,3553.46
ALEX,"Alexander & Baldwin Holdings, Inc.",,,0.58,0.54,49.539,0.19,20171201,,,,,,,,,,39.53,,NYSE,Finance,12,REIT and Equity Trust - Other,,,,20180503,,,,,,,1735.92
ALG,"Alamo Group, Inc.",20.15,,0.38,0.05,11.786,1.1,20171201,-1.02,4.08,4.78,0.97,2,1.27,2,1.32,21.35,24.9,5.68,NYSE,Industrial Products,12,Manufacturing - Farm Equipment,12.24,12.9,12.17,20180502,6.24,6.36,,4.49,5.36,2,1334.5
ALGN,"Align Technology, Inc.",48.67,2.06,0,0.16,0,1.19,20171201,0.48,0.11,0,0.96,9,0.98,9,1.03,60.34,69.97,5.61,NSDQ,Medical,12,Medical - Dental Supplies,23.96,23.17,22.61,20180426,0.82,-0.85,0,3.65,4.52,9,21866.5
ALGT,Allegiant Travel Company,11.93,0.54,1.62,0.13,63.42399,2.71,20171201,0,0.17,0.57,1.77,8,3.02,8,3.21,15.8,18.11,14.49,NSDQ,Transportation,12,Transportation - Airline,52.25,1.46,12.48,20180424,-0.24,-0.54,0,8.67,10.93,6,2775.52
ALIOF,Actelion Ltd.,,,0,,,1.79,20161201,,,,1.88,1,,,,,35.21,,OTC,Medical,12,Medical - Biomedical and Genetics,,,,20180321,,,,,,,29891.24
ALK,"Alaska Air Group, Inc.",8.91,1.01,1.94,0.13,37.80699,0.83,20171201,0,21.95,-1.57,0.81,9,-0.14,9,1.97,11.53,9.94,7.4,NYSE,Transportation,12,Transportation - Airline,0,-0.44,0.23,20180425,-0.19,-0.35,236.28,6.61,5.72,7,8107.94
ALKS,Alkermes plc,69.44,,0,-0.17,18.797,0.31,20171201,34.12,-300,-67.86,0.28,4,-0.08,3,0.09,,362.53,0.89,NSDQ,Medical,12,Medical - Biomedical and Genetics,47.62,200,68.15,20180426,-131.08,-31.07,,0.08,-0.12,2,9491.57
ALL,Allstate Corporation (The),11.1,1.4,1.9,0.08,21.972,2.09,20171201,0,-0.43,-1.92,1.5,8,2.29,8,1.46,11.63,14.43,8.72,NYSE,Finance,12,Insurance - Property and Casualty,39.33,81.82,58.04,20180501,-0.61,-0.78,0,6.11,8.32,7,34315.09
ALLE,Allegion PLC,17.3,1.54,0.98,0.11,78.055,1.11,20171201,0.53,2.44,6.26,0.94,3,0.84,4,1.22,19.02,21.53,4.94,NYSE,Industrial Products,12,Security and Safety Services,18.09,0,8.72,20180426,7.15,9.53,-12.46,3.79,4.49,3,8136.45
ALLY,Ally Financial Inc.,7.89,0.71,1.89,0.09,76.622,0.7,20171201,0.54,0,0,0.6,8,0.68,8,0.76,9.06,11.4,3.48,NYSE,Finance,12,Financial - Consumer Loans,18.64,14.04,10.02,20180426,0.44,-1.02,0,2.3,3.03,7,11943.17
ALNPY,ANA Holdings Inc.,,,1.35,0.06,41.78099,0.08,20170601,,,,,,,,,,14.18,,OTC,Transportation,3,Transportation - Airline,,,,20180316,,,,,,,13910.3
ALNY,"Alnylam Pharmaceuticals, Inc.",,,0,-5.46,1.66999,-1.48,20171201,-6.96,2.54,1.55,-1.43,8,-1.48,6,-1.78,,,-5.67,NSDQ,Medical,12,Medical - Biomedical and Genetics,-7.25,13.82,3.36,20180504,-0.97,-1.49,0,-5.29,-6.88,5,14119.31
ALOG,Analogic Corporation,21.21,3.16,0.43,-0.15,0,1.27,20180101,0,36.84,75.76,0.68,1,1.04,1,1.16,22.12,33.29,4.41,NSDQ,Computer and Technology,7,Computer - Peripheral Equipment,86.76,97.37,,20180605,47.9,47,0,2.58,4.23,1,1169.48
ALPMY,Astellas Pharma Inc.,,,0.79,0.16,2.52239,0.27,20171201,,,,,,,,,,17.31,,OTC,Medical,3,Medical - Drugs,,,,20180426,,,,,,,30080.69
ALRM,"Alarm.com Holdings, Inc.",29.34,2.21,0,0.09,23.36899,0.26,20171201,-3.59,20.78,15.39,0.24,7,0.27,7,0.27,34.47,35.69,1.33,NSDQ,Industrial Products,12,Security and Safety Services,8.33,42.11,55.94,20180508,17.91,19.08,9.65,0.91,1.13,6,1836.31
ALSMY,Alstom ADR,18.43,,0.45,0.04,28.802,,,,,,,,,,,19.27,,0.23,OTC,Transportation,3,Transportation - Rail,,,,,0,0,,0.12,0.22,,9419.54
ALSN,"Allison Transmission Holdings, Inc.",10.56,1.12,1.56,0.22,78.622,0.81,20171201,3.83,27.01,27.52,0.62,7,0.78,7,0.91,11.19,14.22,3.65,NYSE,Auto-Tires-Trucks,12,Automotive - Original Equipment,37.29,56.25,44.04,20180425,24.92,23.78,0,2.49,3.44,7,5398.17
ALTR,Altair Engineering Inc.,56.37,,0,,,-0.07,20170901,0,0,0,0.06,3,0.06,2,0.07,85.1,,0.52,NSDQ,Construction,12,Engineering - R and D Services,-275,,,20180321,0,0,,0.22,0.35,2,1855.58
ALV,"Autoliv, Inc.",16.99,2.22,1.6,0.04,24.06999,2.03,20171201,-0.98,0,0,1.72,5,1.81,6,1.87,20.33,22.72,8.81,NYSE,Auto-Tires-Trucks,12,Automotive - Original Equipment,16.67,10.53,8.26,20180427,-0.05,0.2,0,6.25,7.36,6,13020.71
ALX,"Alexander's, Inc.",,,4.81,0.35,78.288,5.49,20171201,,,,,,,,,,16.68,,NYSE,Finance,12,REIT and Equity Trust - Other,,,,20180507,,,,,,,1913.03
ALXN,"Alexion Pharmaceuticals, Inc.",15.15,1.04,0,0.12,25.62199,1.48,20171201,-0.17,0,0,1.28,13,1.48,12,1.68,18.43,21.64,8.37,NSDQ,Medical,12,Medical - Biomedical and Genetics,15.63,8.27,15.2,20180426,0,0.23,0,5.67,6.88,10,28115.85
AM,Antero Midstream Partners LP,12.41,,5.56,0.4,44.09299,0.34,20171201,0.69,-10.31,0.71,0.35,7,0.39,7,0.44,15.07,18.62,2.12,NYSE,Oils-Energy,12,Oil and Gas - Production and Pipelines,0,-19.51,-6.1,20180514,-3.01,-10.2,,1.43,1.74,7,4908.9
AMADY,Amadeus IT Group SA,,,1.15,0.21,,0.72,20171201,,,,,,,,,,26.68,,OTC,Computer and Technology,12,Computers - IT Services,,,,20180504,,,,,,,33605.07
AMAT,"Applied Materials, Inc.",13.24,1.14,0.66,0.24,38.41099,1.06,20180101,0,13.45,9,0.97,9,1.13,7,1.14,13.72,16.56,4.55,NSDQ,Computer and Technology,10,Semiconductor Equipment - Wafer Fabrication,9.28,2.2,4.76,20180517,7.63,4.14,-5.26,3.22,4.39,7,63335.41
AMBA,"Ambarella, Inc.",26.46,2.54,0,0.06,0,0.45,20180101,0,-48.13,-22.62,0.37,8,0.09,7,0.28,37.4,25.78,2.02,NSDQ,Computer and Technology,1,Electronics - Semiconductors,21.62,13.64,12.57,20180605,-9.51,-5.1,0,1.98,1.43,6,1777.57
AMC,"AMC Entertainment Holdings, Inc.",24.9,8.55,5.42,-0.1,69.428,0.3,20171201,-4.07,57.9,-33.33,0.28,3,0.08,4,-0.03,85.51,,0.59,NYSE,Consumer Discretionary,12,Leisure and Recreation Services,11.11,10.81,120.73,20180514,-34.66,-7.9,,-1.33,0.17,3,1884.8
AMCRY,Amcor Ltd.,,,3.97,0.07,0,,,,,,,,,,,,,,OTC,Industrial Products,6,Containers - Paper and Packaging,,,,,,,,,,,12940.77
AMCX,AMC Networks Inc.,5.67,0.85,0,0.17,95.327,1.68,20171201,-1.25,0.87,16.01,1.47,8,2.18,6,2.07,6.24,6.92,8.96,NSDQ,Consumer Discretionary,12,Broadcast Radio and Television,12.75,46.09,24.29,20180503,14.82,13.15,-3.59,7.08,8.13,5,3083.51
AMD,"Advanced Micro Devices, Inc.",21.9,3.91,0,0.01,68.44,0.08,20171201,7.69,7.44,2.37,0.06,10,0.08,10,0.09,30.32,71.63,0.52,NSDQ,Computer and Technology,12,Electronics - Semiconductors,60,25,38.75,20180507,-1,-1.88,0,0.13,0.38,9,11106.25
AMDLY,Amada Co.,,,1.85,0.09,0.77741,0.96,20170901,,,,,,,,,,22.78,,OTC,Industrial Products,3,Manufacturing - Tools & Related Products,,,,20180316,,,,,,,5727.51
AME,"AMETEK, Inc.",23.42,2.22,0.72,0.16,31.663,0.7,20171201,-0.1,0.15,0,0.67,9,0.72,9,0.77,25.56,29.87,3.33,NYSE,Computer and Technology,12,Electronics - Testing Equipment,4.48,6.45,5.26,20180501,0.23,0,0,2.58,3.05,7,18034.85
AMED,Amedisys Inc.,18.9,1.07,0,0.02,13.151,0.56,20171201,-0.61,10.26,14.33,0.59,7,0.66,7,0.75,20.93,28.39,3.32,NSDQ,Medical,12,Medical - Outpatient and Home Healthcare,-5.08,3.7,9.31,20180501,12.74,18.29,5.09,2.23,3,6,2131.86
AMG,"Affiliated Managers Group, Inc.",9.84,0.68,0.63,0.3,28.86199,4.68,20171201,0,-0.1,-0.25,4.57,5,3.92,5,3.96,10.85,13.02,19.35,NYSE,Finance,12,Financial - Investment Management,2.86,1.49,2.1,20180507,-0.17,0,0,14.52,17.55,4,10379.35
AMGN,Amgen Inc.,13.73,2.33,2.78,0.09,57.52899,2.89,20171201,-0.13,0.44,0.32,3.02,11,3.21,10,3.49,14.33,15.08,13.82,NSDQ,Medical,12,Medical - Biomedical and Genetics,-4.93,5.83,2.93,20180425,0.28,0.75,-3.08,12.69,13.24,8,136726.67
AMGP,ANTERO MIDSTR,18.99,,1.77,0.03,0,0.03,20171201,0,0,2.63,0.08,4,0.11,4,0.13,31.33,,0.89,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,-62.5,-66.67,,20180508,0.74,0.83,,0.21,0.54,4,3161.5
AMH,American Homes 4 Rent,14.78,1.49,1.02,0.08,28.70199,0.26,20171201,-0.76,-0.9,0,0.26,5,0.28,4,0.28,16.91,19.05,1.33,NYSE,Finance,12,REIT and Equity Trust - Residential,0,0,0,20180503,-0.68,-0.69,-1.6,1.02,1.16,4,5626.21
AMKBY,A P MOLLAR-MRSK,8.21,,0.89,-0.04,29.357,0,20171201,,,,,,,,,17.32,194.88,0.95,OTC,Transportation,12,Transportation - Shipping,,,,20180510,0,0,,0.3,0.45,,15684.3
AMKR,"Amkor Technology, Inc.",11.84,,0,0.06,42.32099,0.24,20171201,0,0,0,0.19,1,0.05,1,0.14,14.42,19.74,0.95,NSDQ,Computer and Technology,12,Electronics - Semiconductors,26.32,21.05,10.33,20180426,0,0,,0.51,0.78,1,2692.95
AMN,AMN Healthcare Services Inc,16.66,,0,0.07,36.248,0.63,20171201,-0.4,15.33,11.15,0.63,4,0.79,4,0.8,18.23,23.1,3.55,NYSE,Medical,12,Medical Services,0,5,4.99,20180503,13.26,10.82,,2.57,3.24,4,2818.99
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",9.84,,2.14,0.12,45.949,3.26,20171201,0,0,0,3.06,3,3.52,3,3.61,10.77,12.64,15.79,NYSE,Finance,12,Financial - Investment Management,5.5,23.43,10.73,20180423,0,0,,12.1,14.43,3,22738.56
AMR,Silver Run Acquisition Corporation II,6.02,,0,,0,0,20170901,,,,,,0.06,1,0.12,11.54,,1.38,NSDQ,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,,,,20180319,,,,,0.72,1,1075.11
AMRN,Amarin Corporation PLC,32.18,,0,-0.37,,-0.08,20171201,-62.5,9.52,-33.33,-0.07,3,-0.06,3,-0.07,,,0.11,NSDQ,Medical,12,Medical - Biomedical and Genetics,-60,20,-9.41,20180502,-309.38,-50.75,,-0.22,-0.33,3,1034.81
AMSF,"AMERISAFE, Inc.",17.65,,1.57,0.12,0,0.69,20171201,0,-17.61,-18.18,0.83,3,0.73,2,0.72,17.38,18.09,3.17,NSDQ,Finance,12,Insurance - Accident and Health,-16.87,12.99,-2.78,20180425,-9.3,-8.92,,3.22,3.22,2,1075.85
AMT,American Tower Corporation (REIT),18.76,1.58,1.91,0.19,73.997,1.59,20171201,-0.06,-9.49,-2.58,1.68,8,1.64,8,1.82,19.81,22.29,7.82,NYSE,Finance,12,REIT and Equity Trust - Other,-5.36,3.59,0.96,20180426,-2.8,-9.53,-12.57,6.77,7.4,6,64650.8
AMTD,TD Ameritrade Holding Corporation,16,0.99,1.39,0.24,26.121,0.8,20171201,0,0.18,0.95,0.51,7,0.68,8,0.76,19.84,28.35,3.77,NSDQ,Finance,9,Financial - Investment Bank,56.86,6.52,17.07,20180418,0.05,0.8,0,1.71,3.04,7,34257.76
AMWD,American Woodmark Corporation,16.9,,0,0.07,61.04199,0.84,20180101,-1.12,-13.51,-3.13,0.88,1,1.28,1,1.55,23.22,24.64,6.46,NSDQ,Consumer Discretionary,4,Furniture,-4.55,-0.81,-0.65,20180529,-5.24,2.22,,4.28,4.7,1,1910.49
AMX,"America Movil, S.A.B. de C.V.",13.54,0.31,0.89,0.03,70.40399,-0.16,20171201,0,,,0.14,2,,,,17.59,29.58,1.42,NYSE,Computer and Technology,12,Wireless Non-US ,-214.29,,,20180425,0,0,0,0.92,1.09,,63529.8
AMZN,"Amazon.com, Inc.",102.4,6.96,0,0.02,47.173,2.16,20171201,-0.4,0,-0.29,1.85,14,1.19,14,1.45,186.32,347,15.45,NSDQ,Retail-Wholesale,12,Internet - Commerce,16.76,5100,1272.26,20180426,0,0.03,0,4.25,8.49,14,766012.5
AN,"AutoNation, Inc.",9.58,1.2,0,0.02,45.263,1.02,20171201,2.09,-0.26,1.13,0.94,15,1.01,15,1.19,10.25,12.8,5.25,NYSE,Retail-Wholesale,12,Automotive - Retail and Whole Sales,10.87,28.57,8.45,20180424,2.48,1.29,0,3.75,4.91,15,4617.87
ANAB,"AnaptysBio, Inc.",,,0,-3.01,2.3958,-0.3,20171201,-0.49,0,3.35,-0.41,5,-0.44,4,-0.51,,,-3.39,NSDQ,Medical,12,Medical - Biomedical and Genetics,26.83,2.17,-25.14,20180510,5.51,-30.53,,-1.69,-2.3,4,2668.14
ANAT,American National Insurance Company,,,2.89,0.14,0,3.03,20171201,,,,,,,,,,17.62,,NSDQ,Finance,12,Insurance - Multi line,,,,20180423,,,,,,,3055.69
ANDV,Tesoro Corporation,8.34,0.98,2.43,0.04,36.37099,0.37,20171201,0.59,-20.41,-5.64,1.14,9,1.22,9,3.24,9.79,17.52,11.66,NYSE,Oils-Energy,12,Oil and Gas - Refining and Marketing,-67.26,-10.89,-1.24,20180514,-4.85,2.41,0,6.6,9.93,7,14952.06
ANDX,Tesoro Logistics LP,13.09,3.86,8.97,0.12,54.011,0.52,20171201,0,-16.83,-9.97,0.73,7,0.63,6,0.7,15.44,17.41,3.4,NYSE,Oils-Energy,12,Oil and Gas - Integrated - United States,-28.77,34.33,-3.37,20180514,-9.17,-0.97,-20,2.78,2.89,6,9679
ANET,"Arista Networks, Inc.",35.75,1.87,0,0.26,2.21639,1.71,20171201,-2.07,12.5,10.3,1.42,12,1.52,13,1.67,42.95,52.84,8.28,NYSE,Computer and Technology,12,Communication - Components,17.93,33.88,25.25,20180503,10.15,14.15,-2.66,5.33,6.89,11,21859.72
ANF,Abercrombie & Fitch Company,30.87,2.31,3.63,0,19.34099,1.38,20180101,4.13,-15.51,37.59,1.13,8,-0.81,7,-0.12,32.37,27.56,0.71,NYSE,Retail-Wholesale,1,Retail - Apparel and Shoes,22.12,25,25.01,20180524,45.72,19.05,0,0.39,0.68,7,1501.64
ANGGY,Angang Steel Co.,11.36,,0.8,,,,,,,,,,,,,11.98,,3.67,OTC,Basic Materials,12,Steel - Producers,,,,20180419,0,0,,3.67,3.48,,1131.68
ANIOY,ACERINOX SA ADR,12.39,,2.46,,,0.3,20170601,,,,,,,,,15.2,11.7,0.6,OTC,Basic Materials,12,Steel - Producers,,,,20180320,1.04,0.85,,0.47,0.49,,4069.24
ANPDF,Anta Sports Products Ltd.,17.48,1.01,0,0.18,,,,,,,,,,,,21.45,,0.27,OTC,Consumer Discretionary,12,Shoes and Retail Apparel ,,,,20180522,10,,25.44,0.18,0.22,,12671.17
ANSS,"ANSYS, Inc.",31.97,,0,0.24,0,1.07,20171201,0.16,9.33,12.96,1.04,6,1.06,6,1.19,34.61,41.84,5.24,NSDQ,Computer and Technology,12,Computer - Software,2.88,8.25,6.47,20180502,13.82,15.56,,3.97,4.84,6,14036.71
ANTM,"Anthem, Inc.",13.84,1.32,1.3,0.04,39.608,1.29,20171201,0.86,0,0,1.26,9,5.12,9,4.37,15.24,19.18,16.61,NYSE,Medical,12,Medical - HMOs,3.2,9.96,9.6,20180425,0,0,0,11.97,15.09,8,58816.04
ANZBY,Australia & New Zealand Banking Group Ltd.,11.47,1.97,5.48,0.19,64.636,,,,,,,,,,,11.62,,1.91,OTC,Finance,9,Banks - Foreign,,,,,-1.31,-1.29,1.37,1.86,1.89,,64316.67
AOMOY,AO Mosenergo,,,5.29,,7.80959,0.05,20170901,,,,,,,,,,4.44,,OTC,Utilities,12,Utility - Electric Power,,,,20180319,,,,,,,1589.97
AON,Aon PLC,15.77,1.54,0.99,0.12,54.93899,2.35,20171201,0.78,5.14,-0.99,2.36,9,2.81,8,1.63,18.13,22.17,9.19,NYSE,Finance,12,Insurance - Brokerage,0.43,1.57,3.82,20180508,0.03,0.04,0,6.52,8,8,35688.79
AOS,Smith (A.O.) Corporation,22.61,1.91,1.1,0.1,19.63699,0.6,20171201,-0.15,0,0,0.56,8,0.58,8,0.63,25.42,30.07,2.88,NYSE,Industrial Products,12,Manufacturing - Electronics,7.14,1.89,3.85,20180426,0,0,0,2.13,2.57,8,11189.38
APA,Apache Corporation,24.99,3.1,2.83,0.2,47.43799,0.33,20171201,0.32,7.47,50.78,0.21,10,0.42,9,0.49,21.7,147.25,1.41,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,57.14,180,,20180503,21.59,10.13,0,0.13,1.63,8,13480.37
APAM,Artisan Partners Asset Management Inc.,9.27,0.77,7.22,0.06,70.776,0.66,20171201,0,-2.04,-1.29,0.68,3,0.72,2,0.76,10.5,14.71,3.59,NYSE,Finance,12,Financial - Investment Management,-2.94,3.17,0.63,20180426,-1.66,-1.92,0,2.42,3.17,2,2560.05
APC,Anadarko Petroleum Corporation,32.35,3.7,1.73,-0.04,52.99499,0.18,20171201,0,5.48,14.51,0.05,11,0.33,10,0.4,37.04,,1.79,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,500,-37.5,43.79,20180501,26.68,12.65,0,-2.12,1.56,9,30836.33
APD,"Air Products and Chemicals, Inc.",21.21,1.42,2.25,0.37,24.861,1.79,20171201,-0.13,0,0,1.65,7,1.68,7,1.87,23.1,25.5,7.97,NYSE,Basic Materials,9,Chemical - Diversified ,7.83,4.14,4.68,20180426,0,-0.27,15.97,6.24,7.32,6,37018.26
APELY,Alps Electric,9.43,0.91,0.96,0.05,,,,,,,,,,,,10.11,,5.6,OTC,Computer and Technology,3,Computer - Peripheral Equipment,,,,,5.24,3.13,-9.31,2.99,5.22,,5232.69
APEMY,Aperam,9.43,,2.75,0.07,,1.29,20171201,,,,,,,,,11.18,12.16,5.17,OTC,Basic Materials,12,Steel - Producers,,,,20180510,0,0,,3.66,4.36,,4168.45
APH,Amphenol Corporation,24.38,2.69,0.83,0.09,46.691,0.86,20171201,-0.35,0,0,0.81,7,0.8,6,0.84,26.49,28.21,3.77,NYSE,Computer and Technology,12,Electronics - Connectors,6.17,11.39,9.41,20180425,0,0,0,3.21,3.47,5,28089.23
APHQF,Aphria Inc.,,,0,,,,,,,,,,,,,,,,OTC,Medical,5,Medical - Products,,,,,,,,,,,1959.32
APLE,"Apple Hospitality REIT, Inc.",9.85,2,6.89,0.15,11.39,0.36,20171201,-0.23,-1.29,-0.97,0.36,4,0.38,4,0.51,9.99,10.01,1.77,NYSE,Finance,12,REIT and Equity Trust - Other,0,2.13,-0.57,20180503,-1.41,-1.99,0,1.74,1.74,4,4007.86
APLS,"Apellis Pharmaceuticals, Inc.",,,0,,0,,,0,,,-0.27,1,,,,,,-0.72,NSDQ,Medical,12,Medical - Biomedical and Genetics,,,,,0,0,,-0.72,-0.99,,1235.7
APNHY,ASPEN PHARMACR,12.86,1.31,0.69,0.12,40.13899,,,,,,,,,,,14.57,,1.65,OTC,Medical,6,Medical - Generic Drugs,,,,,0,0,0,1.21,1.46,,9712.7
APO,"Apollo Global Management, LLC",9.81,0.96,8.16,0.24,31.97999,1.22,20171201,0.18,-1.78,0,0.67,7,0.68,7,0.79,10.47,9.07,3.3,NYSE,Finance,12,Financial - Investment Management,82.09,72.58,44.21,20180427,-0.37,-0.35,-2.02,3.01,3.09,6,6523.72
APOG,"Apogee Enterprises, Inc.",10.93,1.19,1.41,,30.83799,0.82,20171101,0,0,0,0.6,1,0.74,1,0.87,11.95,15.77,4.1,NSDQ,Industrial Products,2,Glass Products,-10.87,-16.67,-6.89,20180412,0,0,0,2.58,3.75,1,1273.1
APPF,"AppFolio, Inc.",44.62,,0,0.07,0,0.12,20171201,44.44,27.78,33.33,0.13,3,0.12,2,0.16,66.21,102.63,0.92,NSDQ,Computer and Technology,12,Internet - Software,33.33,85.71,221.43,20180504,34.78,-1.08,,0.41,0.62,2,1398.49
APPN,Appian Corporation,,,0,-0.18,0,-0.08,20171201,-0.43,-53.04,-32,-0.16,5,-0.18,5,-0.17,,,-0.5,NSDQ,Computer and Technology,12,Internet - Software,50,46.67,,20180524,-36.64,-34.05,,-0.39,-0.63,4,1576.81
APTI,Apptio Inc.,125.66,135.16,0,-0.14,0.02265,-0.06,20171201,0,0,0,-0.09,5,-0.06,5,-0.03,1689.44,,0.24,NSDQ,Computer and Technology,12,Internet - Software,33.33,80,42.92,20180503,0,-0.82,0,-0.27,0.02,4,1295.92
APTV,Delphi Automotive PLC,15.88,1.29,0.99,0.11,54.02,1.28,20171201,-0.45,-0.34,-0.18,1.33,6,1.19,8,1.29,17.31,14.26,5.6,NYSE,Business Services,12,Technology Services,-3.76,6.41,3.8,20180502,-0.15,-0.88,7.87,4.79,5.14,7,23649.11
